Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,Latitude,Longitude
National Instruments - Bldg C,78759,5/12/2015,88,"11500 N MOPAC EXPY SB
AUSTIN, TX 78759
(30.405753, -97.725247)",2801746,Routine Inspection,30.405753,-97.725247
Natural Epicurean Academy of Culinary Arts,78704,10/8/2014,94,"1700 S LAMAR BLVD Bunit 316
AUSTIN, TX 78704
(30.250877, -97.765509)",10480975,Routine Inspection,30.250877,-97.765509
Natural Grocers,78751,5/18/2016,97,"3901 GUADALUPE ST
AUSTIN, TX 78751
(30.304551, -97.736988)",10263727,Routine Inspection,30.304551,-97.736988
Nature's Table Cafe,78735,7/16/2015,93,"4544 S LAMAR BLVD SB Unit 600
AUSTIN, TX 78735
(30.232321, -97.803504)",2802093,Routine Inspection,30.232321,-97.803504
Nau's Enfield Drug,78703,1/26/2016,75,"1115 WEST LYNN ST
AUSTIN, TX 78703
(30.280131, -97.75918)",2800353,Routine Inspection,30.280131,-97.75918
Ned Granger Building Cafe,78701,9/18/2015,97,"314 W 11TH ST
AUSTIN, TX 78701
(30.2736, -97.74419)",11234114,Routine Inspection,30.2736,-97.74419
Neighborhood C Store,78733,6/8/2015,97,"700 N CUERNAVACA DR
AUSTIN, TX 78733
(30.331674, -97.868999)",2803761,Routine Inspection,30.331674,-97.868999
Nelson Field- Concession Stand,78752,4/24/2015,100,"7105 BERKMAN DR
AUSTIN, TX 78752
(30.324641, -97.689313)",10316590,Routine Inspection,30.324641,-97.689313
New Awlins Cajun Cafe,78759,9/18/2015,70,"8650 SPICEWOOD SPRINGS RD Unit 111
AUSTIN, TX 78759
(30.433565, -97.771812)",10970570,Routine Inspection,30.433565,-97.771812
New Covenant Fellowship of Austin,78722,10/29/2014,94,"1507 WILSHIRE BLVD
AUSTIN, TX 78722
(30.29631, -97.711791)",10978969,Routine Inspection,30.29631,-97.711791
New Fortune Chinese Seafood Restaurant,78753,12/15/2015,82,"10901 N LAMAR BLVD Bldg A1
AUSTIN, TX 78753
(30.378384, -97.688383)",11223735,Routine Inspection,30.378384,-97.688383
New Generation Daycare,78704,12/17/2014,84,"2606 S 1ST ST
AUSTIN, TX 78704
(30.239045, -97.761574)",10034117,Routine Inspection,30.239045,-97.761574
New India Cuisine,78704,2/3/2016,67,"2304 S CONGRESS AVE
AUSTIN, TX 78704
(30.239786, -97.752872)",11028089,Routine Inspection,30.239786,-97.752872
New India Cuisine,78704,2/24/2016,89,"2304 S CONGRESS AVE
AUSTIN, TX 78704
(30.239786, -97.752872)",11028089,1st Follow Up to Routine of 50 - 69,30.239786,-97.752872
New Madina Market,78758,10/25/2016,81,"9200 N LAMAR BLVD Unit 106
AUSTIN, TX 78758
(30.361294, -97.698022)",10414142,Routine Inspection,30.361294,-97.698022
New Mandarin Chinese Rest,78704,3/22/2016,86,"212 E OLTORF ST
AUSTIN, TX 78704
(30.238249, -97.752646)",2800989,1st Follow Up to Routine of 50 - 69,30.238249,-97.752646
New Mandarin Chinese Rest,78704,2/22/2016,53,"212 E OLTORF ST
AUSTIN, TX 78704
(30.238249, -97.752646)",2800989,Routine Inspection,30.238249,-97.752646
New Speedway,78705,8/6/2015,96,"3707 SPEEDWAY Unit 102
AUSTIN, TX 78705
(30.300337, -97.73373)",10006460,Routine Inspection,30.300337,-97.73373
"New Sushi Express, Inc.",78705,7/2/2014,95,"3101 GUADALUPE ST
AUSTIN, TX 78705
(30.297906, -97.741201)",10322878,Routine Inspection,30.297906,-97.741201
New World Deli,78751,3/19/2014,90,"4101 GUADALUPE ST
AUSTIN, TX 78751
(30.306583, -97.735705)",2801233,Routine Inspection,30.306583,-97.735705
New World Deli,78751,9/29/2014,92,"4101 GUADALUPE ST
AUSTIN, TX 78751
(30.306583, -97.735705)",2801233,1st Follow Up to Routine of 50 - 69,30.306583,-97.735705
New World Produce,78734,2/13/2017,98,"4543 DOSS RD
AUSTIN, TX 78734
(30.407685, -97.930604)",2803361,Routine Inspection,30.407685,-97.930604
Newk's Eatery,78759,12/31/2014,83,"9722 GREAT HILLS TRL Unit 130
AUSTIN, TX 78759
(30.394529, -97.75208)",11083030,Routine Inspection,30.394529,-97.75208
Nicholson Early Childhood Education Center,78750,5/23/2016,93,"12233 N FM 620 RD
AUSTIN, TX 78750
(30.4544, -97.8267)",10471799,Routine Inspection,30.4544,-97.8267
Nick's Food Mart,78728,6/24/2015,97,"13703 THERMAL DR Bldg B
AUSTIN, TX 78728
(30.426881, -97.676622)",10704814,Routine Inspection,30.426881,-97.676622
Night Hawk Frisco Shop,78757,12/30/2014,100,"6801 BURNET RD
AUSTIN, TX 78757
(30.343929, -97.73828)",10169809,Routine Inspection,30.343929,-97.73828
Nightcap,78703,1/31/2017,90,"1401 W 6TH ST
AUSTIN, TX 78703
(30.273957, -97.760357)",11444601,Routine Inspection,30.273957,-97.760357
Niki's Pizza,78753,11/1/2016,92,"1100 CENTER RIDGE DR Unit 360
AUSTIN, TX 78753
(30.417729, -97.670961)",10160508,Routine Inspection,30.417729,-97.670961
Nik's Italian Kitchen & Bar,78726,5/9/2016,84,"7900 N FM 620 RD Unit 100
AUSTIN, TX 78726
(30.415378, -97.848078)",10835759,Routine Inspection,30.415378,-97.848078
NO VA Kitchen & Bar,78701,2/5/2015,88,"87 RAINEY ST
AUSTIN, TX 78701
(30.259765, -97.738416)",10980398,Routine Inspection,30.259765,-97.738416
Noble Sandwich Co.,78750,10/19/2015,94,"12233 N FM 620 RD Unit 105
AUSTIN, TX 78750
(30.4544, -97.8267)",11094303,Routine Inspection,30.4544,-97.8267
Noble Sandwiches,78756,1/14/2015,100,"4805 BURNET RD
AUSTIN, TX 78756
(30.319087, -97.739274)",11109950,Routine Inspection,30.319087,-97.739274
Nono's Tacos,78753,11/22/2016,91,"102 W POWELL LN Unit B
AUSTIN, TX 78753
(30.347635, -97.70337)",11216974,Routine Inspection,30.347635,-97.70337
Nono's Tacos,78758,4/15/2016,81,"1762 COLONY CREEK DR
AUSTIN, TX 78758
(30.369438, -97.715355)",11437544,Routine Inspection,30.369438,-97.715355
"Nook, The",78701,1/28/2016,93,"309 E 6TH ST
AUSTIN, TX 78701
(30.267266, -97.739986)",10903347,Routine Inspection,30.267266,-97.739986
Nordstrom's Cafe Bistro,78746,8/19/2015,88,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",2802077,Routine Inspection,30.254658,-97.809462
Nordstrom's E- Bar,78746,2/9/2017,87,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",2801828,Routine Inspection,30.254658,-97.809462
Norman Elementary,78721,4/7/2015,97,"4001 TANNEHILL LN
AUSTIN, TX 78721
(30.278942, -97.674222)",2800302,Routine Inspection,30.278942,-97.674222
Norris Conference Centers,78757,8/28/2015,97,"2525 W ANDERSON LN Bldg 3
AUSTIN, TX 78757
(30.356921, -97.73276)",10211960,Routine Inspection,30.356921,-97.73276
North,78758,5/16/2016,84,"11506 CENTURY OAKS TER Bunit 124
AUSTIN, TX 78758
(30.402426, -97.725584)",10026049,Routine Inspection,30.402426,-97.725584
North Austin Medical Ctr.,78758,1/9/2015,86,"12221 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.412351, -97.707908)",2800737,Routine Inspection,30.412351,-97.707908
North Austin Muslim Community Center,78758,3/6/2015,96,"11900 N LAMAR BLVD
AUSTIN, TX 78758
(30.389617, -97.682806)",10073965,Routine Inspection,30.389617,-97.682806
North by Northwest,78759,6/24/2014,91,"10010 N CAPITAL OF TEXAS HWY SB
AUSTIN, TX 78759
(30.390735, -97.738704)",2801103,Routine Inspection,30.390735,-97.738704
North by Northwest Parkside,78739,11/15/2016,88,"5701 W SLAUGHTER LN
AUSTIN, TX 78739
(30.201062, -97.868485)",11187773,Routine Inspection,30.201062,-97.868485
"North Door, The",78702,9/24/2015,93,"501 N IH 35 SVRD NB
AUSTIN, TX 78702
(30.264954, -97.734399)",11152516,Routine Inspection,30.264954,-97.734399
North Hunan,78758,2/5/2015,77,"9036 N LAMAR BLVD
AUSTIN, TX 78758
(30.360182, -97.698649)",10114364,Routine Inspection,30.360182,-97.698649
North Loop Food Store,78751,1/20/2015,94,"120 E NORTH LOOP BLVD
AUSTIN, TX 78751
(30.317744, -97.721326)",2803734,Routine Inspection,30.317744,-97.721326
Northland Shell,78731,5/5/2016,94,"3310 NORTHLAND DR
AUSTIN, TX 78731
(30.33711, -97.756437)",10566326,Routine Inspection,30.33711,-97.756437
Northwest Elementary,78728,9/3/2014,89,"14014 THERMAL DR
AUSTIN, TX 78728
(30.432288, -97.675308)",2800676,Routine Inspection,30.432288,-97.675308
Northwest Little League ,78757,8/21/2014,100,"3105 HUNT TRL
AUSTIN, TX 78757
(30.344973, -97.750151)",2800476,Routine Inspection,30.344973,-97.750151
Nosh & Bevvy English Kitchen & Bar,78757,12/6/2016,81,"8440 BURNET RD
AUSTIN, TX 78757
(30.366525, -97.728124)",2801034,Routine Inspection,30.366525,-97.728124
Nosh & Bevvy English Kitchen & Bar,78757,1/14/2015,97,"8440 BURNET RD
AUSTIN, TX 78757
(30.366525, -97.728124)",2801034,1st Follow Up to Routine of 50 - 69,30.366525,-97.728124
Nothing Bundt Cakes,78759,7/19/2016,92,"10225 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.394877, -97.745915)",11199343,Routine Inspection,30.394877,-97.745915
Nothing Bundt Cakes - South Austin,78748,4/30/2015,100,"9600 S IH 35 SVRD SB Bunit 140
AUSTIN, TX 78748
(30.161378, -97.789439)",11204269,Routine Inspection,30.161378,-97.789439
N'Star Donut,78727,3/25/2016,96,"2406 W PARMER LN Unit 98
AUSTIN, TX 78727
(30.418545, -97.701207)",11119611,Routine Inspection,30.418545,-97.701207
Nueces Mart,78705,7/12/2016,97,"2700 NUECES ST Unit 100
AUSTIN, TX 78705
(30.29203, -97.742784)",10841169,Routine Inspection,30.29203,-97.742784
Nugent Grocery Inc,78757,1/29/2015,100,"808 JUSTIN LN
AUSTIN, TX 78757
(30.336946, -97.720072)",10968857,Routine Inspection,30.336946,-97.720072
Numero 28 Pizzeria & Vineria,78701,3/11/2016,89,"452 W 2ND ST
AUSTIN, TX 78701
(30.265489, -97.748478)",11111461,Routine Inspection,30.265489,-97.748478
NW Pony Colt League (AISD),78731,5/4/2015,100,"6700 SHOAL CREEK
AUSTIN, TX 78731
(30.346067, -97.745161)",2802538,Routine Inspection,30.346067,-97.745161
NYOS Charter School,78758,7/26/2016,91,"1605 KRAMER LN
AUSTIN, TX 78758
(30.384869, -97.702403)",10060877,Routine Inspection,30.384869,-97.702403
NYOS Charter School,78753,2/3/2016,88,"12301 N LAMAR BLVD
AUSTIN, TX 78753
(30.402243, -97.67913)",2801780,Routine Inspection,30.402243,-97.67913
O' Henry Jr High,78703,4/29/2014,96,"2610 W 10TH ST
AUSTIN, TX 78703
(30.285249, -97.774785)",2800219,Routine Inspection,30.285249,-97.774785
Oak Hill Coffee,78735,5/20/2015,100,"6501 W WILLIAM CANNON DR
AUSTIN, TX 78735
(30.235531, -97.865328)",11015631,Routine Inspection,30.235531,-97.865328
Oak Hill Elementary School,78735,10/28/2015,100,"6101 PATTON RANCH RD
AUSTIN, TX 78735
(30.237705, -97.859528)",2800333,Routine Inspection,30.237705,-97.859528
Oak Hill Youth Sports Assoc Co,78749,5/30/2014,94,"6301 JOE TANNER LN
AUSTIN, TX 78749
(30.233742, -97.857783)",2801105,Routine Inspection,30.233742,-97.857783
Oak Meadows Elementary,78724,3/24/2014,90,"5600 DECKER LN
AUSTIN, TX 78724
(30.280405, -97.634952)",10189964,Routine Inspection,30.280405,-97.634952
Oak Spring Elementary,78702,10/23/2014,97,"3601 WEBBERVILLE RD
AUSTIN, TX 78702
(30.272297, -97.704961)",2800342,Routine Inspection,30.272297,-97.704961
Oakcrest,78724,2/27/2015,97,"9808 CROFFORD LN
AUSTIN, TX 78724
(30.330193, -97.619011)",2800697,Routine Inspection,30.330193,-97.619011
Oasis Cantina,78732,10/28/2014,91,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.405283, -97.873462)",2800666,Routine Inspection,30.405283,-97.873462
"Oasis Mediterranean Cafe & Pizza, Inc",78728,8/7/2014,92,"14735 BRATTON LN Unit 105
AUSTIN, TX 78728
(30.446465, -97.686091)",10208532,Routine Inspection,30.446465,-97.686091
Oasis Texas Brewing Co.,78732,10/7/2015,85,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.405283, -97.873462)",11175781,Routine Inspection,30.405283,-97.873462
Oast House,78726,2/8/2017,85,"8300 N FM 620 RD Bldg E
AUSTIN, TX 78726
(30.4204, -97.84557)",11424418,Routine Inspection,30.4204,-97.84557
Odaku,78758,9/8/2015,80,"2501 W PARMER LN Unit 500
AUSTIN, TX 78758
(30.418687, -97.701815)",10740929,Routine Inspection,30.418687,-97.701815
Odd Duck,78704,7/17/2015,95,"1201 S LAMAR BLVD
AUSTIN, TX 78704
(30.254881, -97.762226)",11035154,Routine Inspection,30.254881,-97.762226
Odom Elementary,78745,2/17/2017,97,"1010 TURTLE CREEK BLVD
AUSTIN, TX 78745
(30.205238, -97.789654)",2800438,Routine Inspection,30.205238,-97.789654
Of Rigor LLC DBA The Madison/Roosevelt Room,78701,9/29/2016,84,"307 W 5TH ST
AUSTIN, TX 78701
(30.267987, -97.746186)",11301280,Routine Inspection,30.267987,-97.746186
Oil Can Harry's,78701,6/10/2016,89,"211 W 4TH ST
AUSTIN, TX 78701
(30.266724, -97.745399)",10008787,Routine Inspection,30.266724,-97.745399
Ojeda Middle School Concession Stand,78744,12/10/2015,93,"4900 MC KINNEY FALLS PKWY
AUSTIN, TX 78744
(30.189785, -97.711464)",10333632,Routine Inspection,30.189785,-97.711464
Ojos Locos Sports Cantina,78752,8/7/2014,73,"7522 N IH 35 SVRD SB
AUSTIN, TX 78752
(30.337231, -97.701874)",11041550,Routine Inspection,30.337231,-97.701874
O'Joy,78758,5/18/2016,96,"11101 BURNET RD Bunit 140
AUSTIN, TX 78758
(30.396129, -97.720128)",11442149,Routine Inspection,30.396129,-97.720128
OK Corral,78745,2/5/2015,96,"629 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.227218, -97.772282)",10223151,Routine Inspection,30.227218,-97.772282
OK Pizza & Ice Cream,78753,10/16/2015,96,"10601 N LAMAR BLVD
AUSTIN, TX 78753
(30.374801, -97.690411)",10262251,Routine Inspection,30.374801,-97.690411
Olamaie,78701,3/26/2015,88,"1610 SAN ANTONIO ST
AUSTIN, TX 78701
(30.279812, -97.743445)",11175572,Routine Inspection,30.279812,-97.743445
Old School Bar & Grill,78701,9/24/2015,75,"401 E 6TH ST
AUSTIN, TX 78701
(30.267055, -97.739196)",10652392,Routine Inspection,30.267055,-97.739196
Olive & June,78703,2/12/2015,100,"3411 GLENVIEW AVE
AUSTIN, TX 78703
(30.307346, -97.751268)",10685435,Routine Inspection,30.307346,-97.751268
Olive Garden #1044,78757,9/29/2016,87,"8833 BURNET RD
AUSTIN, TX 78757
(30.371688, -97.726702)",11441906,Routine Inspection,30.371688,-97.726702
Olive Garden #1046,78704,10/7/2016,94,"3940 S LAMAR BLVD SB
AUSTIN, TX 78704
(30.236795, -97.792054)",11441900,Routine Inspection,30.236795,-97.792054
Olivia,78704,8/10/2016,90,"2043 S LAMAR BLVD
AUSTIN, TX 78704
(30.248617, -97.769359)",10052969,Routine Inspection,30.248617,-97.769359
Oltorf Food Mart,78741,1/7/2016,94,"2225 E OLTORF ST
AUSTIN, TX 78741
(30.229833, -97.731264)",11130363,Routine Inspection,30.229833,-97.731264
Om Food Mart,78702,3/18/2016,93,"1425 E 12TH ST
AUSTIN, TX 78702
(30.273114, -97.724067)",10144570,Routine Inspection,30.273114,-97.724067
Omega Trading & Services LLC,78751,7/13/2016,100,"5740 N IH 35 SVRD SB
AUSTIN, TX 78751
(30.318251, -97.707723)",10214201,Routine Inspection,30.318251,-97.707723
"Omelettry, The",78751,5/9/2016,90,"4631 AIRPORT BLVD Unit 131A
AUSTIN, TX 78751
(30.306151, -97.715837)",11309001,Routine Inspection,30.306151,-97.715837
OMG! Cheesecakery,78734,4/15/2016,93,"4506 WELETKA DR
AUSTIN, TX 78734
(30.40607, -97.926061)",11347962,Routine Inspection,30.40607,-97.926061
Omkar Food Mart,78758,10/7/2014,90,"812 THURMOND ST
AUSTIN, TX 78758
(30.353634, -97.706186)",2803743,Routine Inspection,30.353634,-97.706186
Omni Austin,78701,9/27/2016,72,"701 BRAZOS ST
AUSTIN, TX 78701
(30.269196, -97.740908)",2801149,Routine Inspection,30.269196,-97.740908
Omni Austin,78701,3/18/2015,80,"701 BRAZOS ST
AUSTIN, TX 78701
(30.269196, -97.740908)",2801149,1st Follow Up to Routine of 50 - 69,30.269196,-97.740908
Omni Barton Creek Resort & Spa Club-19th Hole,78735,12/13/2016,96,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084298,Routine Inspection,30.289977,-97.854022
Omni Barton Creek Resort & Spa-Banquet Kitchen,78735,12/9/2014,100,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084428,Routine Inspection,30.289977,-97.854022
Omni Barton Creek Resort & Spa-Club Pool Cabana,78735,12/29/2015,95,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084244,Routine Inspection,30.289977,-97.854022
Omni Barton Creek Resort & Spa-Halfway House,78735,6/17/2015,94,"8511 CARRANZO DR
AUSTIN, TX 78735
(30.271779, -97.877078)",11084444,Routine Inspection,30.271779,-97.877078
Omni Barton Creek Resort & Spa-Lakeside Cabana,78669,8/26/2015,100,"1800 CLUBHOUSE HILL DR
SPICEWOOD, TX 78669
(30.458726, -98.098439)",11084474,Routine Inspection,30.458726,-98.098439
Omni Barton Creek Resort & Spa-Lobby Shop,78735,6/16/2015,97,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084420,Routine Inspection,30.289977,-97.854022
Omni Barton Creek Resort & Spa-Resort Cabana,78735,6/17/2015,93,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084390,Routine Inspection,30.289977,-97.854022
Omni Barton Crk Resort & Spa-8212 Wine Bar & Grill,78735,12/29/2015,89,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084438,Routine Inspection,30.289977,-97.854022
Omni Barton Crk Resort & Spa-Country Club Kitchen,78735,12/8/2014,90,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084309,Routine Inspection,30.289977,-97.854022
Omni Barton Crk Resort & Spa-Hill Country Kitchen,78735,12/28/2015,91,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084376,Routine Inspection,30.289977,-97.854022
Omni Barton Crk Resort /Spa-Lakeside Dining Rm,78669,4/17/2015,96,"1800 CLUBHOUSE HILL DR
SPICEWOOD, TX 78669
(30.458726, -98.098439)",11084449,Routine Inspection,30.458726,-98.098439
Omni Hotel South Park,78744,9/30/2016,94,"4140 GOVERNORS ROW
AUSTIN, TX 78744
(30.213602, -97.750184)",2800458,Routine Inspection,30.213602,-97.750184
Once Over Coffee Bar,78704,9/14/2016,97,"2009 S 1ST ST
AUSTIN, TX 78704
(30.245041, -97.757336)",10237613,Routine Inspection,30.245041,-97.757336
One Taco,78759,2/13/2017,79,"12200 RESEARCH BLVD SB Unit 400
AUSTIN, TX 78759
(30.425937, -97.753518)",11536222,Routine Inspection,30.425937,-97.753518
One World Theater,78746,10/30/2014,100,"7701 BEE CAVES RD
AUSTIN, TX 78746
(30.309891, -97.84507)",2801684,Routine Inspection,30.309891,-97.84507
One-2-One Bar,78704,1/27/2015,93,"1509 S LAMAR BLVD Unit 600
AUSTIN, TX 78704
(30.251939, -97.764498)",10825061,Routine Inspection,30.251939,-97.764498
O'Neill's Catering,78719,1/7/2015,87,"4321 EMMA BROWNING AVE
AUSTIN, TX 78719
(30.186081, -97.663658)",10433318,Routine Inspection,30.186081,-97.663658
Onion Creek Ball Room,78747,8/17/2015,97,"9941 OLD LOCKHART RD
AUSTIN, TX 78747
(30.144766, -97.765626)",10249164,Routine Inspection,30.144766,-97.765626
Onion Creek Couintry Club - Gazebo & Pool,78747,5/12/2015,84,"2510 ONION CREEK PKWY
AUSTIN, TX 78747
(30.136397, -97.790074)",2801810,Routine Inspection,30.136397,-97.790074
Onion Creek Country Club,78747,6/2/2015,71,"2510 ONION CREEK PKWY
AUSTIN, TX 78747
(30.136397, -97.790074)",2800661,1st Follow Up to Routine of 50 - 69,30.136397,-97.790074
Onion Creek Country Club,78747,5/12/2015,68,"2510 ONION CREEK PKWY
AUSTIN, TX 78747
(30.136397, -97.790074)",2800661,Routine Inspection,30.136397,-97.790074
Onion Creek Food Mart,78747,6/12/2014,82,"2107 BOCA RATON DR
AUSTIN, TX 78747
(30.139514, -97.795546)",10194058,Routine Inspection,30.139514,-97.795546
Onion Creek Texaco,78747,8/19/2015,83,"11031 S IH 35 SVRD NB
AUSTIN, TX 78747
(30.141305, -97.79521)",10082729,Routine Inspection,30.141305,-97.79521
"Onion, The",78701,11/18/2015,92,"408 BRAZOS ST
AUSTIN, TX 78701
(30.266225, -97.742028)",10423138,Routine Inspection,30.266225,-97.742028
Opa,78704,2/22/2016,95,"2050 S LAMAR BLVD
AUSTIN, TX 78704
(30.248603, -97.769409)",10223834,Routine Inspection,30.248603,-97.769409
Opal Divines Marina,78727,9/5/2014,93,"12709 N MOPAC EXPY NB
AUSTIN, TX 78727
(30.423856, -97.702499)",2803211,Routine Inspection,30.423856,-97.702499
Opal Divine's Penn Field,78704,12/6/2016,90,"3601 S CONGRESS AVE Bunit 100
AUSTIN, TX 78704
(30.228053, -97.761174)",2803139,Routine Inspection,30.228053,-97.761174
Open Door Preschool,78703,1/4/2017,94,"1717 W 10TH ST
AUSTIN, TX 78703
(30.280147, -97.762165)",10207450,Routine Inspection,30.280147,-97.762165
Open Door Preschool,78722,6/29/2016,94,"2918 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.281975, -97.707689)",10670645,Routine Inspection,30.281975,-97.707689
Open Door Preschool-East,78722,11/24/2014,97,"3804 CHERRYWOOD RD
AUSTIN, TX 78722
(30.291414, -97.713805)",10243700,Routine Inspection,30.291414,-97.713805
Opera Cafe,78747,12/20/2016,92,"11215 S IH 35 SVRD NB Unit 127
AUSTIN, TX 78747
(30.137948, -97.796489)",11172513,Routine Inspection,30.137948,-97.796489
Optimist Club Of North Austin - Concession Stand,78757,2/18/2015,97,"1201 MORROW ST
AUSTIN, TX 78757
(30.347162, -97.721637)",2801423,Routine Inspection,30.347162,-97.721637
Orange Leaf Frozen Yogurt,78741,3/11/2016,93,"1920 E RIVERSIDE DR Bunit 120
AUSTIN, TX 78741
(30.241939, -97.728297)",11297034,Routine Inspection,30.241939,-97.728297
Orange Leaf Frozen Yogurt,78717,3/19/2015,100,"10526 W PARMER LN Bunit 506
AUSTIN, TX 78717
(30.496704, -97.774871)",11005098,Routine Inspection,30.496704,-97.774871
Orange Leaf Self Serve Frozen Yogurt,78748,12/1/2015,97,"9600 S IH 35 SVRD SB Bunit 200
AUSTIN, TX 78748
(30.161378, -97.789439)",10828816,Routine Inspection,30.161378,-97.789439
Orange Market,78705,8/12/2014,96,"910 W 25TH ST
AUSTIN, TX 78705
(30.289456, -97.74674)",10519741,Routine Inspection,30.289456,-97.74674
Orange Suites,78752,11/18/2016,96,"935 LA POSADA DR
AUSTIN, TX 78752
(30.32538, -97.703905)",10351609,Routine Inspection,30.32538,-97.703905
Orangewood Inn & Suites,78753,12/9/2014,96,"9121 N IH 35 SVRD NB
AUSTIN, TX 78753
(30.355913, -97.688946)",2801466,Routine Inspection,30.355913,-97.688946
Orbit Food Mart,78752,2/18/2015,97,"6301 N LAMAR BLVD
AUSTIN, TX 78752
(30.331408, -97.722893)",10141133,Routine Inspection,30.331408,-97.722893
Oriental Grocery & Bakery,78753,2/9/2015,74,"707 E BRAKER LN
AUSTIN, TX 78753
(30.377214, -97.677118)",2804047,Routine Inspection,30.377214,-97.677118
Oriental Grocery & Bakery,78753,7/1/2014,85,"707 E BRAKER LN
AUSTIN, TX 78753
(30.377214, -97.677118)",2804047,1st Follow Up to Routine of 50 - 69,30.377214,-97.677118
Original House of Pancakes,78727,2/26/2015,91,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",2802133,Routine Inspection,30.412512,-97.688909
Ortega Elementary,78721,11/3/2014,85,"1135 GARLAND AVE
AUSTIN, TX 78721
(30.269917, -97.684962)",2800345,Routine Inspection,30.269917,-97.684962
Osio,78746,8/4/2016,94,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",11321694,Routine Inspection,30.254658,-97.809462
Oskar Blues Brewery,78758,12/9/2016,96,"10420 METRIC BLVD
AUSTIN, TX 78758
(30.383444, -97.713772)",11530249,Routine Inspection,30.383444,-97.713772
Oumi Sushi at Sprouts 125,78745,12/9/2015,99,"6920 MANCHACA RD
AUSTIN, TX 78745
(30.202262, -97.806971)",11294009,Routine Inspection,30.202262,-97.806971
Our Lady of Guadalupe Parish,78702,7/23/2015,87,"1206 E 9TH ST
AUSTIN, TX 78702
(30.266569, -97.727722)",2802037,Routine Inspection,30.266569,-97.727722
Our Lady's Maronite Catholic Church,78723,11/21/2016,95,"1320 E 51ST ST
AUSTIN, TX 78723
(30.306688, -97.704788)",11459777,Routine Inspection,30.306688,-97.704788
Our Savior Lutheran Child Care,78753,11/3/2014,100,"1513 E YAGER LN
AUSTIN, TX 78753
(30.387645, -97.652098)",2800500,Routine Inspection,30.387645,-97.652098
Outback Steakhouse,78759,1/26/2017,94,"11600 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.415611, -97.746646)",2800918,Routine Inspection,30.415611,-97.746646
Overton Elementary,78724,10/28/2015,89,"7201 COLONY LOOP DR
AUSTIN, TX 78724
(30.302601, -97.637029)",10066459,Routine Inspection,30.302601,-97.637029
P F Chang's China Bistro,78701,4/27/2015,81,"201 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.263878, -97.741705)",2801751,Routine Inspection,30.263878,-97.741705
P F Chang's China Bistro,78759,3/30/2016,86,"10114 JOLLYVILLE RD
AUSTIN, TX 78759
(30.396133, -97.749994)",2801032,Routine Inspection,30.396133,-97.749994
P. Terry's Burger Stand,78705,7/12/2016,90,"3303 N LAMAR BLVD
AUSTIN, TX 78705
(30.301952, -97.745174)",10233915,Routine Inspection,30.301952,-97.745174
P. Terry's Burger Stand,78758,6/17/2015,97,"12301 N MOPAC EXPY SVRD NB
AUSTIN, TX 78758
(30.41491, -97.705764)",10970925,Routine Inspection,30.41491,-97.705764
P. Terry's Burger Stand,78757,1/9/2015,97,"8515 BURNET RD
AUSTIN, TX 78757
(30.366667, -97.728089)",11165140,Routine Inspection,30.366667,-97.728089
P. Terry's Burger Stand,78749,3/10/2015,85,"4220 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.221985, -97.838244)",10321380,Routine Inspection,30.221985,-97.838244
P. Terry's Burger Stand,78759,3/4/2015,100,"12018 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.425089, -97.75179)",11057696,Routine Inspection,30.425089,-97.75179
P. Terry's Burger Stand,78757,2/15/2017,93,"5900 N LAMAR BLVD
AUSTIN, TX 78757
(30.328025, -97.725023)",11439838,Routine Inspection,30.328025,-97.725023
P. Terry's Burger Stand,78704,9/22/2015,83,"404 S LAMAR BLVD SB
AUSTIN, TX 78704
(30.261957, -97.758219)",2802815,Routine Inspection,30.261957,-97.758219
